Artist,Concert Date,Concert,Venue,Location,Latitude,Longitude,Fellow Artists,Hometown,Home Longitude,Home Latitude
Ben Howard,2012-11-17,Ben Howard,Music Hall,"Aberdeen,",57.148517,-2.078732,,Totnes,-3.685109,50.434792
Ben Howard,2011-10-24,Noah & The Whale / Ben Howard,Music Hall,"Aberdeen,",57.148517,-2.078732,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-10,NOS Alive 2014,Passeio Marítimo de Algés,"Algés,",38.701016,-9.230885,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-10,NOS Alive,"Passeio Marítimo de Algés, Oeiras, Portugal","Algés, Portugal",38.701016,-9.230885,,Totnes,-3.685109,50.434792
Ben Howard,2014-12-19,Ben Howard / Hiss Golden Messenger,AFAS Live,"Amsterdam,",52.369580,4.898671,,Totnes,-3.685109,50.434792
Ben Howard,2012-12-06,Ben Howard,Paradiso Grote Zaal,"Amsterdam,",52.369580,4.898671,,Totnes,-3.685109,50.434792
Ben Howard,2014-12-20,Ben Howard,AFAS Live,"Amsterdam, Netherlands",52.369580,4.898671,,Totnes,-3.685109,50.434792
Ben Howard,2014-12-18,I Forget Where We Were Tour,Heineken Music Hall,"Amsterdam, Netherlands",52.369580,4.898671,,Totnes,-3.685109,50.434792
Ben Howard,2014-09-08,Ben Howard / Nick Mulvey,Paradiso,"Amsterdam, Netherlands",52.369580,4.898671,,Totnes,-3.685109,50.434792
Ben Howard,2012-07-01,Main square festival,la citadelle,"Arras, France",50.290895,2.777477,,Totnes,-3.685109,50.434792
Ben Howard,2015-01-21,Ben Howard,The Tabernacle,"Atlanta, GA",33.747525,-84.382869,,Totnes,-3.685109,50.434792
Ben Howard,2015-10-09,Austin City Limits Music Festival 2015,Austin City Limits,"Austin, TX",30.264451,-97.743912,,Totnes,-3.685109,50.434792
Ben Howard,2015-10-02,Austin City Limits Music Festival 2015,Austin City Limits,"Austin, TX",30.264451,-97.743912,,Totnes,-3.685109,50.434792
Ben Howard,2012-10-12,Austin City Limits Music Festival 2012,Zilker Park,"Austin, TX",30.264451,-97.743912,,Totnes,-3.685109,50.434792
Ben Howard,2014-07-12,T in the Park Day 2,Balado,"Balado, UK",56.205621,-3.466419,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-12,Festival Cruïlla 2018,Parc del Fòrum,"Barcelona,",41.384942,2.174163,,Totnes,-3.685109,50.434792
Ben Howard,2018-09-08,Lollapalooza Berlin 2018,Olympiastadion,"Berlin,",52.523802,13.394609,,Totnes,-3.685109,50.434792
Ben Howard,2018-09-08,Lollapalooza Berlin,OLYMPIASTADION BERLIN,"Berlin, Germany",52.523802,13.394609,,Totnes,-3.685109,50.434792
Ben Howard,2018-09-08,Lollapalooza Berlin 2018,Olympia Stadion Berlin,"Berlin, Germany",52.523802,13.394609,,Totnes,-3.685109,50.434792
Ben Howard,2015-08-21,A Campingflight To Lowlands Paradise,A Campingflight To Lowlands Paradise,Biddinghuizen,52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2015-08-21,Lowlands Festival 2015,Lowlands,"Biddinghuizen,",52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2012-08-17,Lowlands Festival 2012,Evenemententerrein Walibi World,"Biddinghuizen,",52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2011-08-19,Lowlands Festival 2011,Unknown venue,"Biddinghuizen,",52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2015-08-21,Lowlands,Lowlands,"Biddinghuizen, Netherlands",52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2011-08-19,Lowlands Festival 2011,Festivalterrein Biddinghuizen,"Biddinghuizen, The Netherlands",52.455127,5.692105,,Totnes,-3.685109,50.434792
Ben Howard,2012-07-12,Bilbao BBK Live 2012,Kobetamendi,"Bilbao, SP",43.262813,-2.936140,,Totnes,-3.685109,50.434792
Ben Howard,2019-01-21,Ben Howard: 'Noonday Dream' Tour,Symphony Hall,"Birmingham, UK",52.484006,-1.906881,,Totnes,-3.685109,50.434792
Ben Howard,2012-02-28,Ben Howard,O2 Institute,"Birmingham, UK",52.484006,-1.906881,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-27,Boston Calling Fall 2015,Boston City Hall Plaza,"Boston, MA",42.361474,-71.058831,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-25,Boston Calling Music Festival,City Hall Plaza,"Boston, MA",42.361474,-71.058831,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-25,Boston Calling 2015,City Hall Plaza,"Boston, MA",42.361474,-71.058831,,Totnes,-3.685109,50.434792
Ben Howard,2015-09-25,Boston Calling,City Hall Plaza,"Boston, MA",42.361474,-71.058831,,Totnes,-3.685109,50.434792
Ben Howard,2012-09-22,Ben Howard,The Paradise Rock Club,"Boston, MA",42.361474,-71.058831,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-29,Ben Howard,The Tivoli,"Brisbane, QLD",-27.475018,152.999179,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-28,I Forget Where We Were Tour,The Tivoli,"Brisbane, QLD",-27.475018,152.999179,,Totnes,-3.685109,50.434792
Ben Howard,2015-05-28,Ben Howard,The Tivoli,"Brisbane, QLD",-27.475018,152.999179,,Totnes,-3.685109,50.434792
Ben Howard,2014-10-29,Ben Howard / Pete Roe,Music Hall of Williamsburg,"Brooklyn, NY",40.679985,-73.946298,,Totnes,-3.685109,50.434792
Ben Howard,2013-02-06,Mumford & Sons / Felice Brothers / Ben Howard,Barclays Center,"Brooklyn, NY",40.679985,-73.946298,,Totnes,-3.685109,50.434792
Ben Howard,2018-12-04,Noonday Dream Tour,Forest National / Vorst Nationaal,"Brussel, Belgium",50.851044,4.350322,,Totnes,-3.685109,50.434792
Ben Howard,2018-07-20,Splendour In The Grass,North Byron Parklands,"Byron Bay, NSW",-28.647367,153.602606,,Totnes,-3.685109,50.434792
