Season,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
2018-19,Rolando Aarons ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Abdul Rahman Baba ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Tammy Abraham ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Adrián ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2018-19,Adrien Silva ,Midfielder,2,,,2,100%,,0,1,1,1,,5,5,7,1,0,2,,0,0,79,39.5,0,0,0%,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Benik Afobe ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Sergio Agüero ,Forward,33,,,17,,,31,9,3,0,,,,,,,,,,8,771,23.36,6,13,,,,3,0,21,26,21,2,10,8,8,0.64,2,0,118,43,36%,10,,,,,,,,
2018-19,Daniel Agyei ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Soufyan Ahannach ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Nathan Aké ,Defender,38,10,70,66,53%,1,7,32,230,127,2,182,176,114,3,88,73,0,0,0,"1,696",44.63,2,6,83%,1,71,3,0,28,2,4,3,0,1,1,,,,,,,,,,,,,,,
2018-19,Chuba Akpom ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Alberto Moreno ,Defender,2,0,2,3,67%,0,0,2,0,0,0,5,6,6,2,0,1,0,0,0,105,52.5,0,3,33%,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Marc Albrighton ,Midfielder,27,,,36,61%,,8,23,24,12,,141,91,102,20,15,18,,0,2,621,23,6,125,17%,9,46,3,0,10,2,2,2,0,0,0,0.07,0,0,19,7,37%,0,,,,,,,,
2018-19,Toby Alderweireld ,Defender,34,12,31,37,65%,1,4,24,167,79,1,193,93,68,1,54,47,1,0,0,"2,358",69.35,1,6,33%,6,240,3,0,10,1,0,0,0,0,1,,,,,,,,,,,,,,,
2018-19,Aleix García ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Trent Alexander-Arnold ,Defender,29,12,14,61,64%,0,8,35,62,22,1,169,91,96,14,9,23,0,0,12,"1,697",58.52,11,201,29%,3,117,3,0,14,4,1,0,1,0,3,,,,,,,,,,,,,,,
2018-19,Ali Koiki ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Alisson ,Goalkeeper,38,21,22,,,,,,,,,,,,,,,0,3,0,"1,076",28.32,,,,,183,1,0,0,,0,,,,,,,,,,,,76,0,17,12,6,17,212,216
2018-19,Allan ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Dele Alli ,Midfielder,25,,,33,58%,,7,19,17,9,,124,102,116,29,20,20,,0,3,"1,028",41.12,6,10,20%,18,26,4,0,23,3,5,4,1,0,0,0.2,0,0,39,19,49%,4,,,,,,,,
2018-19,Miguel Almirón ,Midfielder,10,,,20,60%,,5,8,4,1,,61,45,34,7,1,9,,0,0,241,24.1,0,21,33%,1,8,0,0,6,4,0,0,0,0,1,0,0,0,19,8,42%,2,,,,,,,,
2018-19,Marcos Alonso ,Defender,31,13,28,74,62%,0,14,39,86,46,0,213,194,150,17,66,54,0,0,4,"1,881",60.68,4,98,9%,2,43,6,0,28,2,2,0,0,2,6,,,,,,,,,,,,,,,
2018-19,Paulo Alves ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Daniel Amartey ,Defender,9,1,9,18,67%,0,0,16,25,17,0,58,35,25,2,14,9,0,0,0,371,41.22,0,3,0%,0,20,2,0,6,1,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Luke Amos ,Midfielder,1,,,1,0%,,0,0,0,0,,0,2,1,0,1,1,,0,0,3,3,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Ethan Ampadu ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Tom Anderson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Florin Andone ,Forward,23,,,10,,,6,3,12,5,,,,,,,,,,0,165,7.17,0,5,,,,5,0,28,4,3,2,1,0,0,0.13,0,0,19,8,42%,3,,,,,,,,
2018-19,André Gomes ,Midfielder,27,,,39,59%,,5,20,18,11,,178,140,192,40,38,32,,0,1,"1,200",44.44,1,16,19%,1,95,7,0,49,0,1,0,1,0,0,0.04,0,0,21,5,24%,1,,,,,,,,
2018-19,Andreas Pereira ,Midfielder,15,,,8,75%,,5,11,7,3,,46,23,55,7,3,13,,1,1,353,23.53,2,12,25%,1,12,5,0,12,1,1,0,1,0,0,0.07,0,0,8,2,25%,0,,,,,,,,
2018-19,Angel Gomes ,Midfielder,2,,,1,0%,,0,0,0,0,,2,1,1,0,0,0,,0,0,21,10.5,0,1,0%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50%,0,,,,,,,,
2018-19,Michail Antonio ,Forward,33,,,23,61%,,11,18,21,7,,114,204,251,58,80,105,,0,4,668,20.24,6,50,12%,5,26,3,0,34,10,6,3,2,1,6,0.18,0,0,65,25,38%,5,,,,,,,,
2018-19,Adam Armstrong ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Marko Arnautovic ,Forward,28,,,9,,,13,3,5,3,,,,,,,,,,4,640,22.86,6,18,,,,3,0,30,21,10,1,6,3,1,0.36,1,0,62,32,52%,7,,,,,,,,
2018-19,Kepa Arrizabalaga ,Goalkeeper,36,14,39,,,,,,,,,,,,,,,0,0,0,"1,003",27.86,,,,,188,2,0,0,,0,,,,,,,,,,,,82,1,10,11,7,9,156,256
2018-19,Harry Arter ,Midfielder,25,,,62,60%,,8,21,20,7,,128,85,75,3,6,14,,2,1,658,26.32,1,17,35%,3,42,10,0,25,2,0,0,0,0,3,0,0,0,23,5,22%,0,,,,,,,,
2018-19,Daniel Arzani ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Luca Ashby-Hammond ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2018-19,Benny Ashley-Seal ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Christian Atsu ,Midfielder,28,,,24,63%,,4,7,14,3,,86,84,140,25,10,59,,0,0,383,13.68,3,42,19%,3,10,2,0,13,4,1,0,0,1,0,0.04,0,0,28,14,50%,1,,,,,,,,
2018-19,Pierre-Emerick Aubameyang ,Forward,36,,,21,,,22,8,18,6,,,,,,,,,,5,692,19.22,8,43,,,,0,0,13,23,22,0,20,2,4,0.61,4,0,94,40,43%,23,,,,,,,,
2018-19,Serge Aurier ,Defender,8,0,9,21,62%,0,1,7,17,12,0,31,43,50,8,12,15,0,0,2,269,33.63,2,24,29%,0,5,1,0,17,1,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Charlie Austin ,Forward,25,,,13,,,11,2,13,10,,,,,,,,,,2,197,7.88,1,0,,,,1,0,14,9,2,1,1,0,0,0.08,0,0,32,9,28%,5,,,,,,,,
2018-19,Taiwo Awoniyi ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,,,,,,,,
2018-19,Jordan Ayew ,Forward,20,,,38,,,10,7,5,2,,,,,,,,,,2,265,13.25,1,15,,,,3,0,31,9,1,0,0,1,0,0.05,0,0,27,3,11%,1,,,,,,,,
2018-19,Floyd Ayité ,Forward,16,,,4,,,2,7,3,2,,,,,,,,,,0,192,12,1,6,,,,0,0,6,4,1,0,0,1,0,0.06,0,0,7,1,14%,0,,,,,,,,
2018-19,César Azpilicueta ,Defender,38,15,39,105,57%,0,5,43,75,43,0,201,199,137,10,69,50,0,0,5,"2,483",65.34,5,118,18%,2,48,4,0,39,2,1,1,0,0,0,,,,,,,,,,,,,,,
2018-19,Ryan Babel ,Midfielder,16,,,8,50%,,10,6,10,7,,48,66,71,27,15,19,,0,3,469,29.31,4,38,29%,3,11,3,0,14,9,5,0,4,1,2,0.31,0,0,27,9,33%,7,,,,,,,,
2018-19,Daniel Bachmann ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
2018-19,Leandro Bacuna ,Midfielder,11,,,15,67%,,1,15,9,3,,39,30,42,5,7,10,,0,0,145,13.18,0,7,29%,1,9,2,0,13,0,0,0,0,0,0,0,0,0,5,1,20%,0,,,,,,,,
2018-19,Eric Bailly ,Defender,12,1,13,15,60%,0,0,13,37,11,0,42,37,13,4,13,4,0,0,0,302,25.17,0,0,0%,0,19,0,1,5,0,0,0,0,0,0,,,,,,,,,,,,,,,
2018-19,Leighton Baines ,Defender,6,0,6,8,75%,0,1,2,7,2,0,15,11,9,0,2,3,0,0,0,191,31.83,0,18,33%,0,7,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,,,,
